match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win
2058578,2022-03-23-01-30,Miami,wta,1. round,hard,1,1.0,0.58,Kaia Kanepi,Estonia,181,74,36,61,15,7,3,7,3,546,313,188,135,4.72,2,1809,1.58,7,Maryna Zanevska,Belgium,175,59,28,68,68,5,4,5,4,455,255,101,62,1.15,1,1656,2.52,5
2058576,2022-03-23-00-10,Miami,wta,1. round,hard,2,1.0,-1.0,Caroline Garcia,France,177,61,28,67,4,6,7,3,6,386,305,175,150,11.87,0,1746,1.45,5,Anna Bondar,Hungary,,,24,76,75,6,7,4,5,311,151,64,32,-0.97,0,1622,2.94,3
2058562,2022-03-23-00-10,Miami,wta,1. round,hard,2,2.0,0.74,Alison Van Uytvanck,Belgium,173,63,27,56,37,6,7,4,5,364,247,95,93,-3.73,0,1766,2.2,5,Marta Kostyuk,Ukraine,171,60,19,55,49,9,6,9,6,143,75,60,33,-1.51,0,1797,1.74,6
2058596,2022-03-23-04-00,Miami,wta,1. round,hard,2,1.0,-1.0,Amanda Anisimova,USA,180,59,20,41,21,10,4,10,4,124,70,82,46,4.0,0,1898,1.41,6,Shelby Rogers,USA,175,70,29,48,36,4,5,4,5,287,230,162,119,1.19,1,1783,3.1,4
2058586,2022-03-23-03-55,Miami,wta,1. round,hard,1,2.0,-1.0,Ekaterina Alexandrova,Russia,180,66,27,54,25,3,5,2,4,384,225,67,55,-2.62,1,1796,1.75,4,Jasmine Paolini,Italy,160,60,26,45,44,7,7,5,6,304,212,84,68,0.41,0,1718,2.19,5
2058580,2022-03-23-03-40,Miami,wta,1. round,hard,1,2.0,-1.0,Magda Linette,Poland,171,59,30,63,33,3,6,3,5,421,307,169,132,-2.52,0,1756,2.77,3,Qinwen Zheng,China,,,19,72,72,16,5,16,5,116,44,52,25,3.04,0,1778,1.5,7
2058566,2022-03-23-02-00,Miami,wta,1. round,hard,2,2.0,0.51,Greetje Minnen,Belgium,175,68,24,81,69,11,5,0,3,268,141,131,64,-0.86,0,,2.72,8,Daria Saville,Australia,166,61,28,249,20,10,6,10,6,299,221,167,116,7.58,2,,1.51,7
2058564,2022-03-23-00-10,Miami,wta,1. round,hard,1,2.0,-1.0,Heather Watson,Great Britain,170,64,29,115,38,7,7,7,7,376,294,187,160,-2.36,0,1614,2.21,5,Arantxa Rus,Netherlands,180,65,31,75,61,5,7,2,5,597,364,137,119,-1.82,0,1668,1.73,5
2058568,2022-03-23-06-00,Miami,wta,1. round,hard,1,1.0,0.4,Ann Li,USA,160,50,21,65,44,5,6,5,6,143,88,97,58,-2.23,2,1767,1.4,4,Mayar Sherif,Egypt,,,25,73,61,1,7,1,7,197,93,67,49,-5.61,0,1575,3.15,2
2058594,2022-03-23-05-55,Miami,wta,1. round,hard,1,2.0,-1.0,Beatriz Haddad Maia,Brazil,185,78,25,62,58,9,6,9,6,369,183,165,72,0.56,0,1701,1.76,6,Nuria Parrizas-Diaz,Spain,,,30,49,45,7,6,7,6,492,301,339,172,1.75,2,,2.16,5
