match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win
2020332,2022-01-17-17-35,Australian Open,atp,1. round,hard,2,1.69,0.19,Jaume Munar,Spain,183,76,24,71,52,3,2,3,2,302,201,49,41,0,1,1622,5.34,7,Aslan Karatsev,Russia,185,-,28,15,15,4,0,4,0,403,248,147,70,0,1,1848,1.19,8
2020434,2022-01-17-20-25,Australian Open,wta,1. round,hard,2,1.78,0.24,Ajla Tomljanovic,Australia,180,67,28,43,39,2,2,2,2,351,267,189,146,0,0,1787,4.5,5,Paula Badosa,Spain,180,72,24,6,6,5,1,5,1,291,155,113,55,0,1,1978,1.24,7
2020354,2022-01-18-09-10,Australian Open,atp,1. round,hard,1,1.27,0.51,Philipp Kohlschreiber,Germany,178,70,38,134,16,15,15,1,3,680,503,208,152,0,2,1726,1.51,6,Marco Cecchinato,Italy,185,78,29,95,16,34,27,1,5,479,325,27,57,0,2,1610,2.78,5
2020842,2022-01-18-09-10,Australian Open,atp,1. round,hard,2,1.72,0.08,Emilio Gomez,Ecuador,185,81,30,153,143,3,0,3,0,361,267,169,103,0,0,1521,9.87,4,Marin Cilic,Croatia,198,89,33,27,3,4,2,4,2,668,358,251,140,0,0,1849,1.08,4
2020840,2022-01-18-09-10,Australian Open,atp,1. round,hard,2,1.51,0.68,Timofey Skatov,Kazakhstan,173,73,20,253,246,4,1,4,1,105,79,10,9,0,0,1486,2.34,7,Norbert Gombos,Slovakia,193,85,31,117,80,3,1,3,1,512,363,96,80,0,0,1616,1.68,5
2020792,2022-01-18-10-45,Australian Open,wta,1. round,hard,1,1.28,0.07,Iga Swiatek,Poland,176,65,20,9,4,3,1,3,1,163,49,52,24,0,0,1982,1.07,6,Harriet Dart,Great Britain,172,58,25,123,120,5,1,5,1,266,188,154,99,0,0,1649,10.44,7
2020476,2022-01-18-10-30,Australian Open,wta,1. round,hard,1,1.28,0.18,Marketa Vondrousova,Czech Republic,172,59,22,41,14,1,1,1,1,211,90,69,38,0,2,1938,1.18,6,Priscilla Hon,Australia,171,63,23,221,118,1,2,1,2,181,146,112,94,0,0,1583,5.48,4
2020436,2022-01-18-10-30,Australian Open,wta,1. round,hard,1,1.6,-1,Anett Kontaveit,Estonia,174,65,26,7,7,3,1,3,1,384,186,155,89,0,4,2056,1.1,7,Katerina Siniakova,Czech Republic,174,69,25,48,31,0,2,0,2,307,216,99,89,0,1,1777,8.3,3
2020458,2022-01-18-09-15,Australian Open,wta,1. round,hard,2,0.0,0,Clara Burel,France,-,-,20,77,75,1,1,1,1,95,58,19,15,0,0,1654,8.41,7,Garbine Muguruza,Spain,182,73,28,3,1,1,1,1,1,458,231,235,112,0,0,2025,1.1,6
2020790,2022-01-18-09-10,Australian Open,wta,1. round,hard,1,1.28,0.38,Alize Cornet,France,173,60,31,61,11,0,2,0,2,527,412,205,171,0,0,1773,1.38,5,Viktoriya Tomova,Bulgaria,170,58,26,118,104,3,1,3,1,409,275,113,69,0,1,1452,3.29,4
2020468,2022-01-18-09-10,Australian Open,wta,1. round,hard,2,0.0,0,Robin Anderson,USA,-,-,28,169,159,28,20,23,14,215,146,139,83,0,0,1543,1.86,7,Samantha Stosur,Australia,172,65,37,487,4,0,1,0,1,589,445,318,248,0,0,1613,2.03,0
2020466,2022-01-18-09-10,Australian Open,wta,1. round,hard,2,1.33,-1,Misaki Doi,Japan,159,55,30,75,30,3,1,3,1,388,352,222,214,0,3,1672,1.65,8,Kristina Kucova,Slovakia,163,59,31,96,71,1,2,1,2,456,343,132,117,0,0,1595,2.36,6
2020464,2022-01-18-09-10,Australian Open,wta,1. round,hard,2,1.3,-1,Petra Kvitova,Czech Republic,183,70,31,19,2,1,2,1,2,608,265,263,134,0,5,1954,1.54,5,Sorana-Mihaela Cirstea,Romania,176,59,31,38,21,1,2,1,2,489,368,220,168,0,3,-,2.62,4
2020460,2022-01-18-09-10,Australian Open,wta,1. round,hard,2,1.64,0.68,Daria Saville,Australia,166,61,27,426,20,2,2,2,2,291,217,159,112,0,0,-,2.31,6,Rebecca Peterson,Sweden,173,65,26,82,43,4,2,4,2,304,181,147,78,0,1,1743,1.68,6
2020444,2022-01-18-09-10,Australian Open,wta,1. round,hard,2,1.74,0.43,Oceane Dodin,France,183,59,25,85,46,2,3,2,3,326,200,86,55,0,1,1616,3.04,5,Irina Begu,Romania,181,67,31,64,22,2,1,2,1,467,315,139,127,0,0,-,1.43,6
2020442,2022-01-18-09-10,Australian Open,wta,1. round,hard,1,1.22,0.38,Elise Mertens,Belgium,179,67,26,26,12,1,1,1,1,367,198,203,91,0,1,1899,1.38,5,Vera Zvonareva,Russia,172,59,37,91,2,1,1,1,1,563,288,300,149,0,0,1790,3.28,5
2020382,2022-01-18-09-10,Australian Open,atp,1. round,hard,2,1.34,-1,Van De Zandschulp,Netherlands,188,83,26,57,56,2,2,2,2,283,141,30,14,0,0,1850,1.57,7,Jan-Lennard Struff,Germany,193,92,31,52,29,1,3,1,3,555,396,70,78,0,0,-,2.58,3
2020376,2022-01-18-09-10,Australian Open,atp,1. round,hard,1,1.53,-1,Christopher O'Connell,Australia,183,78,27,175,111,2,2,2,2,290,172,123,86,0,0,-,1.8,5,Hugo Gaston,France,173,68,21,67,66,0,1,0,1,147,100,31,18,0,0,1689,2.13,5
2020374,2022-01-18-09-10,Australian Open,atp,1. round,hard,1,1.23,0.31,Diego Schwartzman,Argentina,170,64,29,13,8,2,1,2,1,578,331,89,77,0,0,1912,1.31,6,Filip Krajinovic,Serbia,185,75,29,36,26,2,1,2,1,465,277,107,83,0,0,1756,3.85,3
2020380,2022-01-18-09-10,Australian Open,atp,1. round,hard,2,1.24,-1,Ugo Humbert,France,188,73,23,40,25,1,2,1,2,226,143,96,49,0,0,1792,1.20,2,Richard Gasquet,France,183,79,35,81,7,26,20,6,5,721,398,259,156,0,0,1739,5.29,4
2020384,2022-01-18-12-30,Australian Open,atp,1. round,hard,2,1.78,0.01,Henri Laaksonen,Switzerland,185,78,29,91,91,2,2,2,2,437,343,98,82,0,0,1692,29.95,5,Daniil Medvedev,Russia,198,83,25,2,2,3,1,3,1,390,166,158,55,0,2,2148,1.01,8
2020832,2022-01-18-12-00,Australian Open,atp,1. round,hard,2,1.78,0.03,Joao Sousa,Portugal,185,74,32,140,28,2,2,2,2,556,462,140,133,0,1,1597,19.01,6,Jannik Sinner,Italy,188,76,20,10,9,3,0,3,0,173,91,52,30,0,0,1987,1.03,7
2020350,2022-01-18-11-20,Australian Open,atp,1. round,hard,1,1.57,-1,Steve Johnson,USA,188,86,32,104,21,4,2,4,2,359,274,233,166,0,0,1666,2.02,7,Jordan Thompson,Australia,183,82,27,73,43,2,2,2,2,364,241,211,137,0,0,1660,1.89,4
2020450,2022-01-18-12-55,Australian Open,wta,1. round,hard,1,0.0,0,Simona Halep,Romania,168,60,30,15,1,5,0,5,0,558,229,245,107,0,1,2001,1.06,8,Magdalena Frech,Poland,-,-,24,102,99,2,2,2,2,332,203,105,64,0,0,1676,11.85,6
2020800,2022-01-18-12-20,Australian Open,wta,1. round,hard,2,0.0,0,Emina Bektas,USA,-,-,28,212,212,8,1,8,1,164,121,131,82,0,0,1465,5.26,8,Ludmilla Samsonova,Russia,180,67,23,37,37,2,2,2,2,248,146,62,38,0,0,1850,1.19,5
2020470,2022-01-18-12-20,Australian Open,wta,1. round,hard,2,0.0,0,Anna Bondar,Hungary,-,-,24,92,90,3,1,3,1,308,145,63,28,0,0,1670,3.21,8,Anastasia Pavlyuchenkova,Russia,177,72,30,11,11,27,19,12,11,463,317,240,174,0,0,1873,1.39,5
2020794,2022-01-18-12-00,Australian Open,wta,1. round,hard,2,1.75,0.13,Stefanie Voegele,Switzerland,170,60,31,145,42,4,1,4,1,513,422,194,166,0,0,1535,7.07,5,Darya Kasatkina,Russia,170,62,24,23,10,6,2,6,2,271,149,110,78,0,0,1884,1.13,6
2020474,2022-01-18-11-55,Australian Open,wta,1. round,hard,1,1.72,-1,Maddison Inglis,Australia,171,59,24,133,112,3,2,3,2,201,131,173,105,0,0,1469,8.41,4,Annie Fernandez Leylah,Canada,158,48,19,24,24,1,1,1,1,112,70,71,38,0,2,1903,1.10,7
2020462,2022-01-18-11-35,Australian Open,wta,1. round,hard,1,1.55,-1,Magda Linette,Poland,171,59,29,53,33,0,1,0,1,418,302,166,128,0,0,1765,1.98,5,Anastasija Sevastova,Latvia,169,65,31,71,11,1,1,1,1,490,281,163,120,0,1,1771,1.91,2
2020798,2022-01-18-11-20,Australian Open,wta,1. round,hard,1,0.0,0,Hailey Baptiste,USA,-,-,20,165,160,4,1,4,1,98,61,53,36,0,0,1475,2.66,4,Caroline Garcia,France,177,61,28,70,4,1,2,1,2,381,300,173,146,0,0,1725,1.53,5
2020838,2022-01-18-11-15,Australian Open,atp,1. round,hard,1,1.28,0.21,Grigor Dimitrov,Bulgaria,191,81,30,28,3,2,1,2,1,520,313,217,131,0,0,1882,1.21,6,Jiri Lehecka,Czech Republic,183,80,20,142,138,5,1,5,1,130,65,22,10,0,0,1657,5.08,7
2020364,2022-01-18-10-55,Australian Open,atp,1. round,hard,2,1.7,0.41,Roberto Carballes Baena,Spain,183,77,28,75,71,1,3,1,3,491,325,36,41,0,1,1654,3.16,4,Ricardas Berankis,Lithuania,175,77,31,93,50,3,1,3,1,554,352,236,152,0,2,1708,1.41,6
2020362,2022-01-18-10-55,Australian Open,atp,1. round,hard,1,1.28,0.05,Andrey Rublev,Russia,188,70,24,6,5,55,23,27,10,340,193,127,69,0,1,1932,1.05,7,Gianluca Mager,Italy,188,77,27,65,62,2,3,2,3,370,260,33,38,0,0,1671,13.80,5
