match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1995055,2021-10-28-21-10,Vienna,atp,round of 16,indoors,1,1.54,-1,Felix Auger Aliassime,Canada,193,88,21,12,11,34,21,1,2,221,133,33,23,2.62,1,-,2.19,Cameron Norrie,Great Britain,188,82,26,14,14,52,20,5,2,273,155,38,31,22.12,0,-,1.76
1995416,2021-10-28-22-10,Vienna,atp,round of 16,indoors,2,1.51,0.85,Gael Monfils,France,193,85,35,21,6,16,16,5,2,616,343,151,67,-3.51,2,-,2.07,Diego Schwartzman,Argentina,170,64,29,16,8,36,21,4,2,574,328,26,20,-6.26,2,-,1.85
1995181,2021-10-28-21-45,Saint Petersburg,atp,round of 16,indoors,1,1.33,0.58,Harry Fritz Taylor,USA,193,86,24,28,24,27,19,1,0,262,181,32,28,7.87,1,-,1.58,Tommy Paul,USA,185,82,24,54,50,25,21,4,2,296,179,32,23,-1.75,2,-,2.56
1995199,2021-10-28-22-35,Cluj-Napoca 2 WTA,wta,round of 16,indoors,1,0.0,0,Emma Raducanu,Great Britain,-,-,18,23,22,24,7,1,0,92,27,30,8,13.18,0,-,1.25,Ana Bogdan,Romania,171,59,28,106,59,15,14,1,1,354,222,42,34,-0.93,0,-,4.4
1995045,2021-10-28-22-00,Courmayeur WTA,wta,round of 16,indoors,1,1.32,0.55,Xinyu Wang,China,182,75,20,110,110,30,21,9,4,131,80,19,9,-2.99,1,-,1.55,Shuai Zhang,China,177,66,32,58,23,18,24,1,2,523,367,26,16,-10.19,0,-,2.64
1995167,2021-10-29-01-30,Saint Petersburg,atp,round of 16,indoors,1,1.35,0.61,Roberto Bautista-Agut,Spain,183,75,33,20,9,28,23,3,3,705,420,108,75,-4.84,1,-,1.61,Mackenzie McDonald,USA,178,73,26,56,55,42,23,9,3,247,172,40,27,6.66,0,-,2.47
1995382,2021-10-29-00-05,Vienna,atp,round of 16,indoors,1,1.32,0.38,Casper Ruud,Norway,183,77,22,8,8,50,13,2,0,265,157,30,24,10.14,2,-,1.38,Lorenzo Sonego,Italy,191,76,26,23,21,28,21,4,3,315,196,53,35,2.91,0,-,3.35
1995391,2021-10-29-01-05,Vienna,atp,round of 16,indoors,2,1.65,0.1,Dennis Novak,Austria,183,80,28,116,85,25,25,12,6,451,243,57,46,-2.19,0,-,8.91,Jannik Sinner,Italy,188,76,20,11,11,43,20,11,2,164,87,56,17,-2.66,0,-,1.10
1995185,2021-10-29-02-35,Vienna,atp,round of 16,indoors,2,1.61,0.2,Alex De Minaur,Australia,183,69,22,32,15,24,22,2,4,233,134,44,25,-11.24,1,-,5.25,Alexander Zverev,Germany,198,90,24,4,3,48,13,2,1,395,209,65,36,6.53,4,-,1.20
1995402,2021-10-29-01-05,Cluj-Napoca 2 WTA,wta,round of 16,indoors,1,1.24,0.14,Simona Halep,Romania,168,60,30,18,1,20,9,3,1,548,228,51,34,-2.79,0,-,1.14,Varvara Gracheva,Russia,178,-,21,81,77,22,27,4,5,171,98,24,19,1.81,0,-,6.89
1995366,2021-10-29-02-30,Cluj-Napoca 2 WTA,wta,round of 16,indoors,2,1.8,0.21,Alison Van Uytvanck,Belgium,173,63,27,61,37,20,17,6,1,351,238,124,49,-3.87,2,-,5.10,Anett Kontaveit,Estonia,174,65,25,14,14,41,15,11,0,374,183,66,27,4.94,1,-,1.21
1995182,2021-10-29-02-00,Courmayeur WTA,wta,round of 16,indoors,2,0.0,0,Lucrezia Stefanini,Italy,-,-,23,188,188,41,23,1,0,220,165,30,15,-0.76,0,-,5.42,Jasmine Paolini,Italy,160,60,25,56,54,32,21,1,0,293,203,25,30,10.06,1,-,1.19
1995176,2021-10-29-04-40,Vienna,atp,round of 16,indoors,2,1.39,-1,Stefanos Tsitsipas,Greece,193,89,23,3,3,55,16,6,2,377,180,62,33,-0.57,4,-,1.28,Frances Tiafoe,USA,188,86,23,49,29,35,24,3,1,266,191,35,33,3.86,1,-,4.12
1995216,2021-10-29-04-30,Lima 2 challenger,atp,round of 16,clay,2,1.38,-1,Gerald Melzer,Austria,188,80,31,297,68,29,12,29,12,454,295,403,231,4.34,0,1524,1.59,Alejandro Tabilo,Chile,188,75,24,174,156,29,29,17,15,265,176,162,103,-1.68,0,1528,2.38
1995189,2021-10-29-03-10,Lima 2 challenger,atp,round of 16,clay,2,1.62,0.36,Jesper De Jong,Netherlands,180,70,21,223,223,31,28,26,17,132,72,71,35,-6.6,0,1501,3.21,Martin Etcheverry Tomas,Argentina,196,82,22,133,133,56,24,55,21,216,107,193,91,5.77,0,-,1.36
1995215,2021-10-29-04-05,Las Vegas challenger,atp,round of 16,hard,2,1.63,0.17,Tatsuma Ito,Japan,180,75,33,271,60,8,18,4,10,533,390,354,254,-8.03,1,1431,5.10,Taro Daniel,Japan,191,80,28,120,64,29,23,4,6,506,325,135,105,-7.63,3,1591,1.17
